         1417048 function calls (1366078 primitive calls) in 36.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      163    0.001    0.000    0.099    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\templates.py:614(generic)
      177    0.001    0.000    0.098    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:1129(read_text)
      163    0.001    0.000    0.097    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\templates.py:705(_get_impl)
      300    0.000    0.000    0.095    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      177    0.000    0.000    0.091    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:1111(open)
       36    0.001    0.000    0.088    0.002 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\postproc.py:71(run)
        1    0.000    0.000    0.086    0.086 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\_lib\_array_api.py:1(<module>)
        4    0.000    0.000    0.086    0.022 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\types\functions.py:387(get_call_type)
        2    0.000    0.000    0.086    0.043 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\templates.py:1137(generic)
      295    0.002    0.000    0.086    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\errors.py:319(_markup)
        3    0.000    0.000    0.085    0.028 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\templates.py:1083(_get_signature)
        7    0.000    0.000    0.084    0.012 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\templates.py:756(_build_impl)
      257    0.001    0.000    0.084    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
     1012    0.013    0.000    0.083    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\templates.py:887(make_overload_template)
      295    0.000    0.000    0.081    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\errors.py:242(__init__)
      295    0.001    0.000    0.081    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\initialise.py:23(init)
      590    0.002    0.000    0.079    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\initialise.py:74(wrap_stream)
     1352    0.003    0.000    0.079    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\abc.py:105(__new__)
      590    0.004    0.000    0.078    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\ansitowin32.py:73(__init__)
       58    0.002    0.000    0.078    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\text.py:290(_get_layout)
  271/171    0.001    0.000    0.076    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\functools.py:961(__get__)
       82    0.000    0.000    0.074    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typeinfer.py:687(__call__)
       48    0.001    0.000    0.073    0.002 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backends\backend_agg.py:251(get_text_width_height_descent)
       31    0.001    0.000    0.073    0.002 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\text.py:872(get_window_extent)
     4496    0.070    0.000    0.071    0.000 {built-in method __new__ of type object at 0x00007FFA79F2C920}
        1    0.000    0.000    0.070    0.070 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\cpython\charseq.py:1(<module>)
     2152    0.006    0.000    0.070    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\instructions.py:13(__init__)
     3040    0.006    0.000    0.070    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\values.py:537(__init__)
       37    0.001    0.000    0.069    0.002 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\cgutils.py:99(__init__)
25146/24672    0.011    0.000    0.069    0.000 {built-in method builtins.next}
      111    0.068    0.001    0.068    0.001 {method 'call' of '_tkinter.tkapp' objects}
        8    0.002    0.000    0.068    0.008 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\rewrites\registry.py:54(apply)
      231    0.000    0.000    0.067    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\errors.py:334(errmsg)
        2    0.000    0.000    0.067    0.034 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\lowering.py:279(create_cpython_wrapper)
        2    0.000    0.000    0.067    0.034 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\cpu.py:181(create_cpython_wrapper)
        1    0.000    0.000    0.067    0.067 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\cffi_utils.py:1(<module>)
        1    0.000    0.000    0.067    0.067 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\cffi\api.py:41(__init__)
      227    0.001    0.000    0.066    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        1    0.000    0.000    0.066    0.066 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backends\_backend_tk.py:407(__init__)
        1    0.000    0.000    0.066    0.066 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backends\_backend_tk.py:433(_get_toolbar)
        1    0.000    0.000    0.066    0.066 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backends\_backend_tk.py:522(__init__)
       28    0.000    0.000    0.066    0.002 <frozen importlib._bootstrap_external>:1174(create_module)
       28    0.058    0.002    0.065    0.002 {built-in method _imp.create_dynamic}
      261    0.000    0.000    0.065    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\runtime\nrt.py:19(initialize)
     3109    0.051    0.000    0.064    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\values.py:557(_set_name)
        1    0.000    0.000    0.063    0.063 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\runtime\nrtdynmod.py:205(compile_nrt_functions)
        7    0.000    0.000    0.063    0.009 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backends\_backend_tk.py:646(_Button)
      121    0.001    0.000    0.063    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\errors.py:534(__init__)
        9    0.000    0.000    0.063    0.007 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\np\arrayobj.py:78(_make_refs)
        7    0.000    0.000    0.060    0.009 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backends\_backend_tk.py:630(_set_image_for_button)
       83    0.001    0.000    0.059    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\font_manager.py:1248(findfont)
      106    0.001    0.000    0.059    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\cgutils.py:362(alloca_once)
        1    0.000    0.000    0.058    0.058 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\sparse\linalg\_eigen\__init__.py:1(<module>)
        1    0.001    0.001    0.057    0.057 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\cpython\unicode.py:1(<module>)
        3    0.014    0.005    0.056    0.019 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\font_manager.py:1311(_findfont_cached)
        1    0.000    0.000    0.054    0.054 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\cffi\cparser.py:1(<module>)
      354    0.001    0.000    0.054    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\builder.py:769(store)
       34    0.000    0.000    0.054    0.002 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\module.py:233(__repr__)
       37    0.000    0.000    0.054    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\cgutils.py:124(_make_refs)
       34    0.000    0.000    0.053    0.002 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\module.py:207(_get_body_lines)
       34    0.000    0.000    0.052    0.002 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\module.py:212(<listcomp>)
      137    0.001    0.000    0.052    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\context.py:353(resolve_value_type)
   197829    0.034    0.000    0.052    0.000 {built-in method builtins.isinstance}
      354    0.001    0.000    0.052    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\instructions.py:463(__init__)
      141    0.001    0.000    0.050    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\typeof.py:27(typeof)
      111    0.000    0.000    0.049    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\values.py:1013(__str__)
      111    0.000    0.000    0.049    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\values.py:1006(descr)
24745/4598    0.035    0.000    0.049    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\ir.py:321(_rec_list_vars)
        4    0.000    0.000    0.048    0.012 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\axis.py:1040(_update_ticks)
      590    0.005    0.000    0.048    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\win32.py:98(winapi_test)
       67    0.000    0.000    0.048    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backends\backend_agg.py:299(_get_agg_font)
      227    0.001    0.000    0.048    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
14851/7856    0.014    0.000    0.048    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.048    0.012 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\untyped_passes.py:224(run_pass)
2363/2341    0.002    0.000    0.047    0.000 {built-in method builtins.any}
       15    0.001    0.000    0.046    0.003 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\lowering.py:740(lower_binop)
     2088    0.008    0.000    0.046    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\base.py:352(install_registry)
      227    0.046    0.000    0.046    0.000 {built-in method marshal.loads}
20124/19924    0.006    0.000    0.046    0.000 {built-in method builtins.hasattr}
    21834    0.011    0.000    0.045    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\templates.py:1322(new_registrations)
        6    0.000    0.000    0.045    0.007 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\figure.py:1487(gca)
     3954    0.002    0.000    0.045    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\ir.py:354(list_vars)
       10    0.000    0.000    0.045    0.004 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\codegen.py:740(add_llvm_module)
        1    0.000    0.000    0.045    0.045 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\figure.py:646(add_subplot)
        1    0.000    0.000    0.044    0.044 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\axes\_subplots.py:14(__init__)
8078/3382    0.008    0.000    0.044    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\_utils.py:44(__str__)
        3    0.000    0.000    0.044    0.015 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\lowering.py:292(create_cfunc_wrapper)
